Company Name,Digital Maturity Score,Headquaters,Primary Category,Secondary Category,Peak Sales Month,Avg Revenue/Business,Locations Count,Business Type,Annual Revenue,Tech Spend/month,Business Age,Business Model,Revenue Seasonality,Remote-Only Business,Technologies - CMS,Technologies - Analytics and Tracking,Google My Business - Listed,Google My Business - Claimed,Google Reviews,Google Reviews Count,Google Rating,Nextdoor,Nextdoor_Recommendation,Nextdoor_Neighborhood Favorite,Employee Size,Review(s),Ratings,Open Positions,Security Score,Malware,Sensitive Information Security,Caching Enabled,File Compression,Server Response Time,Website CMS,Data Usage,Toll-Free Number,Technologies - Video Calling Platform,Technologies - Email Platform,Technologies - Help Desk,Technologies - Contact Center,Website Page Count,Mobile Friendly,SEO Score,Trust Flow,Local Presence,Domain Age,Social Score,Facebook Business Page,Facebook Likes,Facebook Check-ins,X (Formerly Twitter) Business Account,X (Formerly Twitter) Followers,Posts,YouTube Channel,LinkedIn Company Page,Pinterest Business Account,Pinterest Followers,Pinterest Following,Pinterest Pins,Pinterest Boards,Pinterest Domain Verified,Pinterest Verified Merchant,Instagram Business Account,Instagram Posts,Instagram Followers,Instagram Following,HomeAdvisor - Business Since,HomeAdvisor - Is Claimed,HomeAdvisor - Services Offered,HomeAdvisor - Ratings,HomeAdvisor - Total Reviews Count,Thumbtack - Category,Thumbtack - Years in Business,Thumbtack - Estimated Cost,Thumbtack - Rating,Thumbtack - Review count,Thumbtack - No of Times Hired,Thumbtack - Remote Service,Thumbtack - Discounts,Uber Eats,Uber Eats - Review count,Uber Eats - Rating,Android App,iOS App,Advertising Score,Google Ads Presence,Google AdWords Cost,Google Ads Traffic,Display Ads,Facebook Ads,HomeAdvisor - Advertising,ThumbTack - Advertising,Del-Return Policy,Reservation,Online Ordering,Reviews,Product Count,Average Product Price,Featured Products,Promotions,Coupons,Buying Page,Selling Page,Rentals Page,Menu,Scheduler,Premium Calculator,Inventory Tracking,Finance,WishList,Order Tracking,Get A Quote,Estimate Page,FB Shop,Amazon Seller,Monthly App Spend,Plan,Technologies - Ecommerce Tools,Payments
The Lodge At Moosehead Lake,97,Yes,"Hotels, Motels, & Lodging",Bed & Breakfast Accommodations,"Jun, Jul, Aug",$1237.68k,1,-,$5M - $10M,-,-,B2C,Summer,No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,162,4.8,No,-,-,1 to 10,0,0,0,20,-,Yes,No,No,42s,WordPress.org,Medium,Yes,Not Detected,Rackspace Email,Not Detected,Not Detected,33,Yes,95,40,Yes,"27Y, 12M",100,Yes,"4,483","1,372",Yes,354,441,Yes,Yes,Yes,156,8,277,16,No,No,Yes,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,2,Yes,No,,,No,Yes,No,No,-,-,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Old Town Hot Springs,95,Yes,Sports & Recreation Facilities,Recreation Centers,"Oct, Nov, Dec",$0.00k,1,-,$5M - $10M,$1K - $5K,>10Y,B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,-,-,-,-,Yes,-,No,51 to 100,-,-,3,20,-,Yes,No,No,44s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,78,Yes,95,15,Yes,"18Y, 10M",100,Yes,"12,999","19,636",Yes,873,"2,485",Yes,Yes,Yes,29,21,336,15,No,No,Yes,"1,021","5,365",336,,,,,,,,,,,,,,No,-,-,No,No,56,Yes,<$1K,0,Yes,Yes,,,No,Yes,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
"Help Plumbing, Heating, Cooling And Drains",95,Yes,"Heating, Ventilation & Air Conditioning",Heating & Air Conditioning Contractors,"Apr, Jul",$833.03k,3,Commercial,$10M - $25M,$5K - $20K,>10Y,B2B,"Spring, Summer",No,WordPress.org,Google Analytics,Yes,Yes,Yes,7813,4.8,Yes,2,No,51 to 100,0,0,0,50,-,Yes,No,No,161.274s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,98,Yes,95,9,Yes,"16Y, 9M",100,Yes,"8,297",50,Yes,42,197,Yes,Yes,Yes,0,5,10,5,No,No,Yes,246,143,302,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,46,Yes,<$1K,0,Yes,No,-,No,No,Yes,No,Yes,-,-,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,-,-,Not Detected,SynapseFI
The Umansky Law Firm Criminal Defense & Injury Attorneys,95,Yes,Law - Criminal,Attorneys Criminal Defense,"Jan, Apr, Oct, Nov, Dec",$722.77k,7,Commercial,$2.5M - $5M,$1K - $5K,>10Y,B2C,"Winter, Spring, Fall, Halloween, Veterans Day, Xmas",No,WordPress.org,"Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,938,4.8,Yes,-,No,11 to 50,0,0,0,20,-,Yes,No,No,200s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,138,Yes,95,27,Yes,"24Y, 11M",100,Yes,"3,234",497,Yes,"1,660","4,504",Yes,Yes,Yes,4,0,5,2,No,No,Yes,"1,977","10,919",983,,,,,,criminal defense attorneys,24,-,4,44,72,-,-,No,-,-,No,No,51,Yes,<$1K,1,Yes,No,,Yes,No,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Sheffield Homes,95,Yes,Contractors - Building,Home Builders,"Oct, Nov, Dec",$5085.65k,5,Commercial,$2.5M - $5M,$1K - $5K,6Y - 10Y,B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,,"Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,105,4.7,Yes,31,Yes,11 to 50,0,0,0,50,-,Yes,No,No,42s,Not Detected,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,22,Yes,95,19,Yes,"28Y, 8M",100,Yes,150,0,Yes,54,772,Yes,Yes,Yes,11,7,207,10,No,No,Yes,666,358,35,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,46,No,0,0,No,Yes,-,No,Yes,No,No,No,-,-,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Bertera Nissan Service,95,Yes,Automobile - Repairs & Services,Automobile Repair & Service,"Mar, Jun, Jul, Aug",$378.59k,1,Residential,$25M - $50M,$1K - $5K,>10Y,B2B & B2C,"Spring, Summer",No,,Google Analytics,Yes,Yes,Yes,80,4.5,No,-,-,101 to 200,-,-,7,80,No,Yes,Yes,No,41.7s,Not Detected,Medium,No,YouTube,Not Detected,Not Detected,Not Detected,92,Yes,100,0,Yes,"17Y, 7M",94,Yes,"1,958","1,545",Yes,"1,403","2,265",Yes,Yes,No,-,-,-,-,-,-,Yes,361,335,196,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,0,No,Yes,,,Yes,No,No,No,-,-,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Atlantic Shores Cooperative Association,95,Yes,Physical Therapy & Rehabilitation,Rehabilitation Services,"Oct, Nov, Dec",$0.00k,1,Commercial,$25M - $50M,$5K - $20K,>10Y,B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,27,4.2,Yes,-,No,201 to 500,0,0,0,80,No,Yes,Yes,No,169.059s,WordPress.org,Medium,No,Vimeo,Not Detected,Not Detected,Not Detected,37,Yes,95,17,Yes,"14Y, 11M",100,Yes,"4,970","3,392",Yes,88,498,Yes,Yes,Yes,461,28,231,12,No,No,Yes,394,186,0,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,46,Yes,<$1K,0,No,Yes,,No,No,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Finnin Ford,95,Yes,Automobile - Dealers,Truck Dealers Used,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,$1K - $5K,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"WordPress.org,Jazel","Google Analytics,Matomo ,Google Analytics 4 (GA4)",Yes,Yes,Yes,606,4.6,No,-,-,11 to 50,0,0,0,50,-,Yes,Yes,No,134.83s,"WordPress.org, Jazel",Medium,No,Not Detected,Outlook,Not Detected,Not Detected,167,Yes,95,22,Yes,"16Y, 2M",100,Yes,"2,077",993,Yes,177,"1,312",Yes,Yes,Yes,3,10,5,2,No,No,Yes,9,45,2,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,Yes,Yes,,,Yes,Yes,No,Yes,-,-,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Steve Landers Chrysler Dodge Jeep Ram,95,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,2,Commercial,$5M - $10M,$1K - $5K,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"WordPress.org,RnD Interactive","Google Analytics,Clicky",Yes,Yes,Yes,2442,4.2,Yes,-,No,11 to 50,0,0,0,50,No,Yes,Yes,No,293.481s,"WordPress.org, RnD Interactive",Medium,No,Not Detected,Not Detected,iPerceptions,Not Detected,144,Yes,95,22,Yes,"13Y, 9M",100,Yes,"26,006","32,245",Yes,266,"4,113",Yes,Yes,Yes,38,65,251,26,No,No,Yes,"1,678","1,332",435,,,,,,,,,,,,,,No,-,-,No,No,56,No,0,0,No,Yes,,,Yes,Yes,No,Yes,-,-,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,-,-,Not Detected,SynapseFI
Donohoo Auto,95,Yes,Automobile - Dealers,Automobile Dealers Used Cars,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,$5K - $20K,>10Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"Joomla,DealerOn,Bolt",Google Analytics,Yes,Yes,Yes,3779,4.8,Yes,17,No,51 to 100,0,0,0,80,No,Yes,Yes,No,99.364s,"Joomla, DealerOn, Bolt",Medium,No,YouTube,Outlook,Not Detected,Not Detected,41,Yes,95,12,Yes,"24Y, 3M",100,Yes,"10,835",964,Yes,366,"2,208",Yes,Yes,Yes,188,234,"2,212",18,No,No,Yes,600,"1,018",244,,,,,,,,,,,,,,No,-,-,No,No,60,Yes,$1K - $5K,597,No,Yes,,,No,No,No,Yes,-,-,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Cavalier Ford Greenbrier,95,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$25M - $50M,$1K - $5K,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"Joomla,DealerOn,Bolt,sNews","CrazyEgg,Google Analytics,Canvas,AutoID",Yes,Yes,Yes,3024,4.6,Yes,29,Yes,51 to 100,0,0,0,80,No,Yes,Yes,No,188.233s,"Joomla, DealerOn, Bolt, sNews",Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,74,Yes,100,29,Yes,"20Y, 8M",100,Yes,"1,271","1,442",Yes,50,"1,724",Yes,Yes,Yes,0,0,0,1,No,No,Yes,637,384,53,,,,,,,,,,,,,,No,-,-,No,No,65,Yes,$1K - $5K,812,No,Yes,,,Yes,Yes,No,No,-,-,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Strasburg Scooters,95,Yes,Travel & Tourism,,"Jul, Aug, Sep",$671.41k,1,Commercial,$5M - $10M,$0 - $1K,-,B2C,"Summer, Labour Day, Fall",No,WordPress.org,Google Analytics,Yes,Yes,Yes,414,4.8,Yes,3,No,11 to 50,0,0,0,20,-,Yes,No,No,0s,WordPress.org,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,44,Yes,95,23,Yes,"13Y, 5M",100,Yes,"9,448",0,Yes,24,89,Yes,Yes,Yes,0,5,22,3,No,No,Yes,391,"1,595",61,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,56,Yes,<$1K,94.4,Yes,No,,No,No,Yes,No,Yes,-,-,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
All Seasons Pest Control,95,Yes,Pest & Animal Control,Pest Control,"Jun, Jul, Aug",$519.48k,1,Commercial,$2.5M - $5M,$0 - $1K,-,B2B & B2C,Summer,No,Drupal,Google Analytics,Yes,Yes,Yes,223,4.8,Yes,21,Yes,1 to 10,0,0,0,80,No,Yes,Yes,No,39.623s,Drupal,Medium,No,YouTube,Gmail,Not Detected,Not Detected,55,Yes,95,6,Yes,"19Y, 6M",100,Yes,403,15,Yes,10,738,Yes,Yes,Yes,144,46,898,59,No,No,Yes,350,576,"1,425",1986,Yes,"Small Animal Control, Rodent Control, Bug & Insect Control",Array,4,-,-,-,-,-,-,-,-,No,-,-,No,No,46,Yes,<$1K,0,No,Yes,Yes,No,No,No,No,Yes,-,-,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Hylan Dental Care,95,Yes,Dentists,,"Jan, Mar, Jun, Aug",$730.00k,3,Residential,-,$5K - $20K,>10Y,B2C,"Winter, Spring, Summer",No,WordPress.org,Google Analytics,Yes,Yes,Yes,2519,4.6,Yes,2,No,51 to 100,9,3.2,1,80,No,Yes,No,No,222.37s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,90,Yes,95,0,Yes,"14Y, 11M",100,Yes,"1,262","1,711",Yes,820,"2,571",Yes,Yes,Yes,0,0,0,0,No,No,Yes,402,316,472,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,0,No,No,,,Yes,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Stark's Vacuums,95,Yes,Vacuum Cleaners,Vacuum Cleaners Retail,,,13,Commercial,$10M - $25M,$5K - $20K,>10Y,B2B,-,No,WordPress.org,Google Analytics,Yes,Yes,Yes,133,3.4,Yes,18,No,51 to 100,0,0,0,50,-,Yes,No,No,202s,WordPress.org,High,No,YouTube,Outlook,Not Detected,Not Detected,75,Yes,95,15,Yes,"29Y, 2M",100,Yes,"14,000","1,341,932",Yes,131,693,Yes,Yes,Yes,33,83,556,23,No,No,Yes,701,962,"1,787",,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,83.65,No,No,,,Yes,No,Yes,Yes,174,-,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Aesthetica Cosmetic Surgery & Laser Center Phillip Chang Md,95,Yes,Physicians - Plastic & Cosmetic Surgery,Physicians & Surgeons Surgery Plastic & Reconstructive,"Feb, Mar, Aug",$2088.77k,1,-,$500K - $1M,-,-,B2C,"Valentine, Winter, Spring, Summer",No,WordPress.org,"Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,233,4.8,No,-,-,1 to 10,-,-,-,50,-,Yes,Yes,No,93s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,74,Yes,95,32,Yes,"22Y, 11M",100,Yes,"2,586",207,Yes,126,381,Yes,Yes,Yes,26,28,"2,206",70,No,No,Yes,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,56,Yes,<$1K,12,No,Yes,,,Yes,No,No,Yes,1,-,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Ed Martin Buick Gmc,95,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,$1K - $5K,>10Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"Joomla,DealerOn,Bolt",Google Analytics,Yes,Yes,Yes,1389,4.5,Yes,-,No,11 to 50,3,4.0,1,50,No,Yes,Yes,No,416.454s,"Joomla, DealerOn, Bolt",Medium,Yes,Not Detected,Not Detected,iPerceptions,Not Detected,82,Yes,95,19,Yes,"16Y, 0M",100,Yes,"1,535","1,619",Yes,557,"4,067",Yes,Yes,Yes,34,60,45,12,No,No,Yes,"1,671",204,101,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,0,1,No,Yes,,,Yes,No,No,Yes,-,-,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Allergysa,95,Yes,Allergy & Immunology,,"Mar, Apr, May",$382.53k,2,Commercial,$5M - $10M,$1K - $5K,-,B2C,"Spring, Memorial Day",No,,"Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,217,4.6,Yes,3,No,11 to 50,0,0,0,20,-,Yes,No,No,0s,Not Detected,Medium,No,YouTube,Not Detected,Not Detected,Not Detected,25,Yes,95,18,Yes,"17Y, 10M",100,Yes,"1,771",503,Yes,379,"3,169",Yes,Yes,Yes,5,2,5,1,No,No,Yes,"1,143",386,124,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,0,75.68,No,No,,,No,No,No,No,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Earth Works,95,Yes,Landscaping Services & Supplies,Landscape Architects,"Jan, Apr, May, Jun, Dec",$776.67k,4,Commercial,$10M - $25M,$0 - $1K,>10Y,B2B & B2C,"Winter, Spring, Memorial Day, Summer, Xmas",No,WordPress.org,"Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,1390,4.9,Yes,74,Yes,51 to 100,0,0,0,80,No,Yes,Yes,No,1454s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,13,Yes,95,11,Yes,"14Y, 6M",100,Yes,"8,223","1,328",Yes,143,337,Yes,Yes,Yes,"4,681",358,"3,017",52,No,No,Yes,"1,789","5,099","1,500",-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,46,Yes,<$1K,0,No,Yes,-,No,No,No,No,Yes,-,-,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
West Hills Honda,95,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$5M - $10M,$1K - $5K,6Y - 10Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,Orchard CMS,"VinLens,Google Analytics",Yes,Yes,Yes,1565,4.5,Yes,-,No,501 to 1000,0,0,0,20,-,Yes,No,No,624s,Orchard CMS,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,76,Yes,95,24,Yes,"28Y, 4M",100,Yes,"2,593","3,614",Yes,-,-,Yes,Yes,Yes,44,81,476,23,No,No,Yes,594,"1,015","5,980",,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,180.18,Yes,Yes,,,Yes,No,No,Yes,-,-,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Lexus Of Valencia,95,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$5M - $10M,$5K - $20K,>10Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,"VinLens,AutoID,Google Analytics",Yes,Yes,Yes,857,4.5,Yes,5,No,11 to 50,0,0,0,80,No,Yes,Yes,No,1513.849s,Not Detected,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,76,Yes,100,15,Yes,"24Y, 7M",94,Yes,"4,448,569","5,936",Yes,"1,047,423","25,571",Yes,Yes,No,-,-,-,-,-,-,Yes,746,937,323,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,579.7,No,Yes,,,No,No,No,Yes,-,-,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-,-,Not Detected,Not Detected
Randy Marion Chrysler Dodge Jeep Ram,95,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,-,$2.5M - $5M,$1K - $5K,>10Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"Joomla,DealerOn,Bolt","Google Analytics,Telmetrics",Yes,Yes,Yes,1627,4.6,No,-,-,11 to 50,0,0,0,80,No,Yes,Yes,No,124.172s,"Joomla, DealerOn, Bolt",Medium,No,Not Detected,Not Detected,iPerceptions,Not Detected,106,Yes,100,24,Yes,"5Y, 7M",94,Yes,-,0,Yes,12,467,Yes,Yes,No,-,-,-,-,-,-,Yes,467,292,117,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,7,No,No,,,Yes,No,No,No,-,-,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Rick Weaver Buick Gmc,95,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$5M - $10M,$5K - $20K,>10Y,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"Joomla,DealerOn,Bolt",Google Analytics,Yes,Yes,Yes,759,4.4,No,-,-,11 to 50,0,0,0,20,-,Yes,No,Yes,8s,"Joomla, DealerOn, Bolt",Medium,No,Not Detected,Not Detected,iPerceptions,Not Detected,83,Yes,95,23,Yes,"28Y, 2M",100,Yes,"1,638","1,608",Yes,40,340,Yes,Yes,Yes,13,18,192,9,No,No,Yes,787,"3,637",396,,,,,,,,,,,,,,No,-,-,No,No,56,Yes,<$1K,1,Yes,Yes,,,Yes,No,No,Yes,-,-,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
"Topgolf Swing Suite, Bar & Kitchen",95,Yes,Restaurants,,"Apr, May, Jul, Dec",$909.99k,1,Commercial,$25M - $50M,$5K - $20K,-,B2C,"Spring, Memorial Day, Summer, Xmas, Winter",No,"Drupal,Acquia Platform",Google Analytics,Yes,Yes,Yes,205,3.8,No,-,-,201 to 500,-,-,61,50,-,Yes,No,Yes,29s,"Drupal, Acquia Platform",Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,104,Yes,95,24,Yes,"7Y, 6M",100,Yes,"89,230","301,097",Yes,"8,458","5,845",Yes,Yes,Yes,8,5,14,2,No,No,Yes,24,91,18,,,,,,,,,,,,,,No,-,-,Yes,Yes,46,-,-,-,No,Yes,,,No,Yes,No,No,-,-,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Phillips Law Group,95,Yes,Law - Personal Injury & Property Damage,Attorneys Accident Personal Injury & Property Damage Law,"Jan, Apr, Oct, Nov, Dec",$722.77k,17,Commercial,$10M - $25M,$5K - $20K,>10Y,B2C,"Winter, Spring, Fall, Halloween, Veterans Day, Xmas",No,WordPress.org,"CrazyEgg,Google Analytics",Yes,Yes,Yes,2109,4.8,Yes,9,No,51 to 100,0,0,0,80,No,Yes,Yes,No,387.398s,WordPress.org,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,154,Yes,95,42,Yes,"24Y, 10M",100,Yes,"11,902",875,Yes,30,6,Yes,Yes,Yes,13,22,261,11,No,No,Yes,"2,959","6,803",654,,,,,,personal injury lawyers,7,-,48,17,35,-,-,No,-,-,No,No,50,Yes,$5K - $20K,0.3,No,No,,Yes,Yes,No,No,Yes,-,-,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Spa Greystone,95,Yes,Health & Fitness Clubs,Day Spas,"Jan, Feb, Mar",$324.16k,1,Commercial,$1M - $2.5M,$1K - $5K,-,B2C,"Winter, Valentine, Spring",No,"Wix,Bolt,Jarn",,Yes,Yes,Yes,41,4.2,Yes,10,Yes,11 to 50,0,0,0,80,No,Yes,No,No,376.698s,"Wix, Bolt, Jarn",Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,24,Yes,95,23,Yes,"21Y, 7M",100,Yes,"5,954","1,793",Yes,187,752,Yes,Yes,Yes,22,32,42,5,No,No,Yes,588,"3,230",481,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,50,Yes,$1K - $5K,221,No,Yes,,No,No,Yes,No,Yes,17,-,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,-,-,Not Detected,Not Detected
Hawley Lane Shoes,95,Yes,Shoes & Shoe Repairs,Shoe Retail,"Mar, Aug, Dec",$0.00k,5,Commercial,$5M - $10M,$0 - $1K,>10Y,B2C,"Spring, Summer, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,63,4.4,No,-,-,101 to 200,9,3.8,1,50,No,Yes,No,No,355.337s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,145,Yes,95,7,Yes,"25Y, 3M",100,Yes,-,-,Yes,520,"2,099",Yes,Yes,Yes,-,-,"1,687",32,No,No,Yes,938,332,20,,,,,,,,,,,,,,No,-,-,No,No,51,-,-,-,Yes,No,,,Yes,No,Yes,No,47,-,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,-,No,-,-,Not Detected,Not Detected
Joni And Friends,95,Yes,Government Services,Social Security Counselors & Representatives,"Jun, Jul, Aug",$0.00k,25,Commercial,$25M - $50M,$5K - $20K,>10Y,B2B & B2C,Summer,No,"WordPress.org,Joomla,Squarespace,Bolt",Google Analytics,Yes,Yes,Yes,35,4.7,Yes,5,-,-,15,4.5,6,80,No,Yes,No,No,205.31s,"WordPress.org, Joomla, Squarespace, Bolt",Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,62,Yes,95,0,Yes,"25Y, 11M",100,Yes,839,1,Yes,"15,108","11,419",Yes,Yes,Yes,-,-,"1,912",44,Yes,No,Yes,421,"1,208",527,,,,,,,,,,,,,,No,-,-,No,No,50,Yes,$5K - $20K,151,No,No,,,No,No,No,Yes,-,-,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,-,-,-,Not Detected,Stripe
Bmw Of El Cajon,95,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$10M - $25M,$5K - $20K,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,"WordPress.org,Bolt","Google Analytics,Clicky",Yes,Yes,Yes,3532,4.6,Yes,4,No,51 to 100,0,0,0,50,No,Yes,Yes,No,156.425s,"WordPress.org, Bolt",Medium,No,Not Detected,Outlook,Not Detected,Not Detected,97,Yes,95,14,Yes,"13Y, 4M",100,Yes,"5,820","4,725",Yes,37,581,Yes,Yes,Yes,79,6,264,13,No,No,Yes,"1,276","13,744","4,314",,,,,,,,,,,,,,No,-,-,No,No,56,Yes,<$1K,1,Yes,Yes,,,No,Yes,No,Yes,-,-,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,-,-,Not Detected,Not Detected
